month,product_group_id,product_group_name,market_revenue,revenue_amazon
2024-09-01,19,Electric Cookware,1000000000.0,145934160.0
2024-10-01,19,Electric Cookware,1000000000.0,147392960.0
2024-11-01,19,Electric Cookware,1000000000.0,147277328.0
2024-12-01,19,Electric Cookware,1000000000.0,134651936.0
2024-01-01,21,Smart Wearables,2318578944.0,195770960.0
2024-02-01,21,Smart Wearables,2784815872.0,241667568.0
2024-03-01,21,Smart Wearables,2515106816.0,212248896.0
2024-04-01,21,Smart Wearables,2611192576.0,188344240.0
2024-05-01,21,Smart Wearables,2442098176.0,219157664.0
2024-06-01,21,Smart Wearables,2440549888.0,196353792.0
2024-07-01,21,Smart Wearables,2505401088.0,192520784.0
2024-08-01,21,Smart Wearables,2328116224.0,178380416.0
2024-09-01,21,Smart Wearables,2328728832.0,179914832.0
2024-10-01,21,Smart Wearables,2645974784.0,209143984.0
2024-11-01,21,Smart Wearables,2661603072.0,180656560.0
2024-12-01,21,Smart Wearables,2478739968.0,188654688.0
2024-01-01,23,Hot Beverage Machines,1468136064.0,289854752.0
2024-02-01,23,Hot Beverage Machines,1590601472.0,320524768.0
2024-03-01,23,Hot Beverage Machines,1514138496.0,332800704.0
2024-04-01,23,Hot Beverage Machines,1404079104.0,281096512.0
2024-05-01,23,Hot Beverage Machines,1518396032.0,310200032.0
2024-06-01,23,Hot Beverage Machines,1481223936.0,291882048.0
2024-07-01,23,Hot Beverage Machines,1440274176.0,275389632.0
2024-08-01,23,Hot Beverage Machines,1455097088.0,293209312.0
2024-09-01,23,Hot Beverage Machines,1447709952.0,285330688.0
2024-10-01,23,Hot Beverage Machines,1473945344.0,288176832.0
2024-11-01,23,Hot Beverage Machines,1559994368.0,279634048.0
2024-12-01,23,Hot Beverage Machines,1488886912.0,278691488.0
2024-01-01,26,Kitchen Prep Appliances,1578008064.0,230599840.0
2024-02-01,26,Kitchen Prep Appliances,1503832704.0,207333712.0
2024-03-01,26,Kitchen Prep Appliances,1402219392.0,252603568.0
2024-04-01,26,Kitchen Prep Appliances,1779131136.0,236277168.0
2024-05-01,26,Kitchen Prep Appliances,1497815808.0,246555744.0
2024-06-01,26,Kitchen Prep Appliances,1622145152.0,254545824.0
2024-07-01,26,Kitchen Prep Appliances,1592511744.0,252480224.0
2024-08-01,26,Kitchen Prep Appliances,1685601024.0,245706064.0
2024-09-01,26,Kitchen Prep Appliances,1630427648.0,255525024.0
2024-10-01,26,Kitchen Prep Appliances,1680193152.0,227826896.0
2024-11-01,26,Kitchen Prep Appliances,1484575232.0,220857904.0
2024-12-01,26,Kitchen Prep Appliances,1685661440.0,268976256.0
2024-01-01,27,Electric Razors,1000000000.0,246610592.0
2024-02-01,27,Electric Razors,1000000000.0,260368496.0
2024-03-01,27,Electric Razors,1000000000.0,246079360.0
2024-04-01,27,Electric Razors,1000000000.0,263373008.0
2024-05-01,27,Electric Razors,1000000000.0,272105920.0
2024-06-01,27,Electric Razors,1000000000.0,273163264.0
2024-07-01,27,Electric Razors,1000000000.0,269049952.0
2024-08-01,27,Electric Razors,1000000000.0,269011808.0
2024-09-01,27,Electric Razors,1000000000.0,266789040.0
2024-10-01,27,Electric Razors,1000000000.0,268746432.0
2024-11-01,27,Electric Razors,1000000000.0,284456128.0
2024-12-01,27,Electric Razors,1000000000.0,275570080.0
2024-01-01,29,All-in-One Printers & Printers,1000000000.0,212118048.0
2024-02-01,29,All-in-One Printers & Printers,1000000000.0,217796784.0
2024-03-01,29,All-in-One Printers & Printers,1000000000.0,207909616.0
2024-04-01,29,All-in-One Printers & Printers,1000000000.0,211681600.0
2024-05-01,29,All-in-One Printers & Printers,1000000000.0,214048192.0
2024-06-01,29,All-in-One Printers & Printers,1000000000.0,205537552.0
2024-07-01,29,All-in-One Printers & Printers,1000000000.0,200824960.0
2024-08-01,29,All-in-One Printers & Printers,1000000000.0,216399120.0
2024-09-01,29,All-in-One Printers & Printers,1000000000.0,186809712.0
2024-10-01,29,All-in-One Printers & Printers,1000000000.0,202786736.0
2024-11-01,29,All-in-One Printers & Printers,1000000000.0,200858240.0
2024-12-01,29,All-in-One Printers & Printers,1000000000.0,208042000.0
2024-01-01,30,Electric Kettles & Heaters,1000000000.0,131287656.0
2024-02-01,30,Electric Kettles & Heaters,1000000000.0,130480696.0
2024-03-01,30,Electric Kettles & Heaters,1000000000.0,142908144.0
2024-04-01,30,Electric Kettles & Heaters,1000000000.0,147159952.0
2024-05-01,30,Electric Kettles & Heaters,1000000000.0,137748240.0
2024-06-01,30,Electric Kettles & Heaters,1000000000.0,150368256.0
2024-07-01,30,Electric Kettles & Heaters,1000000000.0,147820000.0
2024-08-01,30,Electric Kettles & Heaters,1000000000.0,148240736.0
2024-09-01,30,Electric Kettles & Heaters,1000000000.0,145972224.0
2024-10-01,30,Electric Kettles & Heaters,1000000000.0,135661296.0
2024-11-01,30,Electric Kettles & Heaters,1000000000.0,128822264.0
2024-12-01,30,Electric Kettles & Heaters,1000000000.0,132496960.0
2024-01-01,34,Sandwich Makers & Grills,1000000000.0,156901296.0
2024-02-01,34,Sandwich Makers & Grills,1000000000.0,154781760.0
2024-03-01,34,Sandwich Makers & Grills,1000000000.0,163746208.0
2024-04-01,34,Sandwich Makers & Grills,1000000000.0,146363888.0
2024-05-01,34,Sandwich Makers & Grills,1000000000.0,172479184.0
2024-06-01,34,Sandwich Makers & Grills,1000000000.0,158794352.0
2024-07-01,34,Sandwich Makers & Grills,1000000000.0,162578816.0
2024-08-01,34,Sandwich Makers & Grills,1000000000.0,169136336.0
2024-09-01,34,Sandwich Makers & Grills,1000000000.0,168054976.0
2024-10-01,34,Sandwich Makers & Grills,1000000000.0,154548464.0
2024-11-01,34,Sandwich Makers & Grills,1000000000.0,153334144.0
2024-12-01,34,Sandwich Makers & Grills,1000000000.0,169425776.0
2024-01-01,36,Mice & Keyboards,1611589760.0,479242752.0
2024-02-01,36,Mice & Keyboards,1586270848.0,466944640.0
2024-03-01,36,Mice & Keyboards,1487188096.0,465792960.0
2024-04-01,36,Mice & Keyboards,1508115328.0,432481216.0
2024-05-01,36,Mice & Keyboards,1586769664.0,427024704.0
2024-06-01,36,Mice & Keyboards,1479455232.0,385274048.0
2024-07-01,36,Mice & Keyboards,1596316544.0,457304288.0
2024-08-01,36,Mice & Keyboards,1467393536.0,376169184.0
2024-09-01,36,Mice & Keyboards,1428841344.0,397520960.0
2024-10-01,36,Mice & Keyboards,1557786112.0,440569728.0
2024-11-01,36,Mice & Keyboards,1388010496.0,468774176.0
2024-12-01,36,Mice & Keyboards,1551155072.0,423550080.0
2024-01-01,39,Desktop Computers,1507430784.0,483670304.0
2024-02-01,39,Desktop Computers,1541244672.0,412829216.0
2024-03-01,39,Desktop Computers,1555490176.0,399729472.0
2024-04-01,39,Desktop Computers,1540249216.0,496304928.0
2024-05-01,39,Desktop Computers,1750296960.0,468900320.0
2024-06-01,39,Desktop Computers,1591696896.0,547490176.0
2024-07-01,39,Desktop Computers,1607353088.0,502538528.0
2024-08-01,39,Desktop Computers,1740933120.0,534859712.0
2024-09-01,39,Desktop Computers,1427716352.0,449476704.0
2024-10-01,39,Desktop Computers,1826759808.0,507280576.0
2024-11-01,39,Desktop Computers,1754956288.0,515438560.0
2024-12-01,39,Desktop Computers,1511791232.0,386917888.0
2024-01-01,40,Audio Headsets,2804950784.0,412605056.0
2024-02-01,40,Audio Headsets,2818683648.0,403381792.0
2024-03-01,40,Audio Headsets,4194952448.0,510865568.0
2024-04-01,40,Audio Headsets,4021797376.0,477052512.0
2024-05-01,40,Audio Headsets,4000561664.0,540227968.0
2024-06-01,40,Audio Headsets,3932336128.0,460508768.0
2024-07-01,40,Audio Headsets,4132278784.0,558234496.0
2024-08-01,40,Audio Headsets,3945345024.0,445745760.0
2024-09-01,40,Audio Headsets,3818036992.0,423012768.0
2024-10-01,40,Audio Headsets,3833332736.0,455985376.0
2024-11-01,40,Audio Headsets,3427749120.0,443858304.0
2024-12-01,40,Audio Headsets,3857339904.0,547662272.0
2024-01-01,43,Communication Gadgets,1597057280.0,329038720.0
2024-02-01,43,Communication Gadgets,1815600128.0,383219136.0
2024-03-01,43,Communication Gadgets,1830763776.0,350524608.0
2024-04-01,43,Communication Gadgets,1706603008.0,325690848.0
2024-05-01,43,Communication Gadgets,1654859904.0,294718848.0
2024-06-01,43,Communication Gadgets,1699561216.0,347746784.0
2024-07-01,43,Communication Gadgets,1521081728.0,330171200.0
2024-08-01,43,Communication Gadgets,1652496000.0,382775840.0
2024-09-01,43,Communication Gadgets,1433513856.0,328541472.0
2024-10-01,43,Communication Gadgets,1467605376.0,331773984.0
2024-11-01,43,Communication Gadgets,1460828032.0,367379744.0
2024-12-01,43,Communication Gadgets,1470144256.0,340237664.0
